,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Arena,Notes
177,"Wed, Nov 25, 2015",7:00p,New York Knicks,91,Orlando Magic,100,Box Score,,18846,Amway Center,
178,"Wed, Nov 25, 2015",7:30p,Philadelphia 76ers,80,Boston Celtics,84,Box Score,,17588,TD Garden,
179,"Wed, Nov 25, 2015",7:30p,Miami Heat,81,Detroit Pistons,104,Box Score,,15119,The Palace of Auburn Hills,
180,"Wed, Nov 25, 2015",7:30p,Cleveland Cavaliers,99,Toronto Raptors,103,Box Score,,20140,Air Canada Centre,
181,"Wed, Nov 25, 2015",8:00p,Memphis Grizzlies,102,Houston Rockets,93,Box Score,,18143,Toyota Center,
182,"Wed, Nov 25, 2015",8:00p,Sacramento Kings,129,Milwaukee Bucks,118,Box Score,,14120,BMO Harris Bradley Center,
183,"Wed, Nov 25, 2015",8:00p,Atlanta Hawks,95,Minnesota Timberwolves,99,Box Score,,14289,Target Center,
184,"Wed, Nov 25, 2015",8:00p,Brooklyn Nets,99,Oklahoma City Thunder,110,Box Score,,18203,Chesapeake Energy Arena,
185,"Wed, Nov 25, 2015",8:30p,Dallas Mavericks,83,San Antonio Spurs,88,Box Score,,18418,AT&T Center,
186,"Wed, Nov 25, 2015",9:00p,New Orleans Pelicans,120,Phoenix Suns,114,Box Score,,16338,Talking Stick Resort Arena,
187,"Wed, Nov 25, 2015",10:30p,Utah Jazz,102,Los Angeles Clippers,91,Box Score,,19060,STAPLES Center,
188,"Fri, Nov 27, 2015",7:00p,Cleveland Cavaliers,95,Charlotte Hornets,90,Box Score,,19093,Time Warner Cable Arena,
189,"Fri, Nov 27, 2015",7:00p,Milwaukee Bucks,90,Orlando Magic,114,Box Score,,16317,Amway Center,
190,"Fri, Nov 27, 2015",7:30p,Washington Wizards,78,Boston Celtics,111,Box Score,,18624,TD Garden,
191,"Fri, Nov 27, 2015",7:30p,Miami Heat,97,New York Knicks,78,Box Score,,19812,Madison Square Garden (IV),
192,"Fri, Nov 27, 2015",8:00p,Philadelphia 76ers,114,Houston Rockets,116,Box Score,,17306,Toyota Center,
193,"Fri, Nov 27, 2015",8:00p,Chicago Bulls,92,Indiana Pacers,104,Box Score,,18165,Bankers Life Fieldhouse,
194,"Fri, Nov 27, 2015",8:00p,Atlanta Hawks,116,Memphis Grizzlies,101,Box Score,,17684,FedEx Forum,
195,"Fri, Nov 27, 2015",8:00p,Detroit Pistons,87,Oklahoma City Thunder,103,Box Score,,18203,Chesapeake Energy Arena,
196,"Fri, Nov 27, 2015",9:00p,San Antonio Spurs,91,Denver Nuggets,80,Box Score,,17121,Pepsi Center,
197,"Fri, Nov 27, 2015",9:30p,Golden State Warriors,135,Phoenix Suns,116,Box Score,,18055,Talking Stick Resort Arena,
198,"Fri, Nov 27, 2015",10:00p,Minnesota Timberwolves,101,Sacramento Kings,91,Box Score,,17317,Sleep Train Arena,
199,"Fri, Nov 27, 2015",10:30p,New Orleans Pelicans,90,Los Angeles Clippers,111,Box Score,,19162,STAPLES Center,
200,"Sat, Nov 28, 2015",7:00p,Toronto Raptors,84,Washington Wizards,82,Box Score,,16841,Verizon Center,
201,"Sat, Nov 28, 2015",7:30p,Brooklyn Nets,88,Cleveland Cavaliers,90,Box Score,,20562,Quicken Loans Arena,
202,"Sat, Nov 28, 2015",8:30p,Denver Nuggets,81,Dallas Mavericks,92,Box Score,,20339,American Airlines Center,
203,"Sat, Nov 28, 2015",8:30p,Atlanta Hawks,88,San Antonio Spurs,108,Box Score,,18418,AT&T Center,
204,"Sat, Nov 28, 2015",9:00p,New Orleans Pelicans,87,Utah Jazz,101,Box Score,,19911,Vivint Smart Home Arena,
205,"Sat, Nov 28, 2015",10:00p,Los Angeles Lakers,96,Portland Trail Blazers,108,Box Score,,20019,Moda Center,
206,"Sat, Nov 28, 2015",10:30p,Sacramento Kings,101,Golden State Warriors,120,Box Score,,19596,Oracle Arena,
207,"Sun, Nov 29, 2015",2:00p,Milwaukee Bucks,82,Charlotte Hornets,87,Box Score,,14224,Time Warner Cable Arena,
208,"Sun, Nov 29, 2015",3:30p,Minnesota Timberwolves,99,Los Angeles Clippers,107,Box Score,,19060,STAPLES Center,
209,"Sun, Nov 29, 2015",6:00p,Detroit Pistons,83,Brooklyn Nets,87,Box Score,,12823,Barclays Center,
210,"Sun, Nov 29, 2015",6:00p,Philadelphia 76ers,84,Memphis Grizzlies,92,Box Score,,15322,FedEx Forum,
211,"Sun, Nov 29, 2015",6:00p,Boston Celtics,91,Orlando Magic,110,Box Score,,16209,Amway Center,
212,"Sun, Nov 29, 2015",6:00p,Phoenix Suns,107,Toronto Raptors,102,Box Score,,19800,Air Canada Centre,
213,"Sun, Nov 29, 2015",7:30p,Houston Rockets,116,New York Knicks,111,Box Score,OT,19812,Madison Square Garden (IV),
214,"Sun, Nov 29, 2015",9:30p,Indiana Pacers,107,Los Angeles Lakers,103,Box Score,,18997,STAPLES Center,
215,"Mon, Nov 30, 2015",7:30p,Houston Rockets,105,Detroit Pistons,116,Box Score,,14818,The Palace of Auburn Hills,
216,"Mon, Nov 30, 2015",7:30p,Boston Celtics,105,Miami Heat,95,Box Score,,19600,AmericanAirlines Arena,
217,"Mon, Nov 30, 2015",8:00p,Oklahoma City Thunder,100,Atlanta Hawks,106,Box Score,,17768,Philips Arena,
218,"Mon, Nov 30, 2015",8:00p,San Antonio Spurs,89,Chicago Bulls,92,Box Score,,21909,United Center,
219,"Mon, Nov 30, 2015",8:00p,Denver Nuggets,74,Milwaukee Bucks,92,Box Score,,10187,BMO Harris Bradley Center,
220,"Mon, Nov 30, 2015",9:00p,Golden State Warriors,106,Utah Jazz,103,Box Score,,19911,Vivint Smart Home Arena,
221,"Mon, Nov 30, 2015",10:00p,Dallas Mavericks,98,Sacramento Kings,112,Box Score,,16937,Sleep Train Arena,
222,"Mon, Nov 30, 2015",10:30p,Portland Trail Blazers,87,Los Angeles Clippers,102,Box Score,,19060,STAPLES Center,
0,"Tue, Dec 1, 2015",7:00p,Washington Wizards,97,Cleveland Cavaliers,85,Box Score,,20562,Quicken Loans Arena,
1,"Tue, Dec 1, 2015",7:00p,Los Angeles Lakers,91,Philadelphia 76ers,103,Box Score,,20510,Wells Fargo Center,
2,"Tue, Dec 1, 2015",7:30p,Phoenix Suns,91,Brooklyn Nets,94,Box Score,,12787,Barclays Center,
3,"Tue, Dec 1, 2015",8:00p,Orlando Magic,96,Minnesota Timberwolves,93,Box Score,,10694,Target Center,
4,"Tue, Dec 1, 2015",8:00p,Memphis Grizzlies,113,New Orleans Pelicans,104,Box Score,,16020,Smoothie King Center,
5,"Tue, Dec 1, 2015",10:00p,Dallas Mavericks,115,Portland Trail Blazers,112,Box Score,OT,19393,Moda Center,
6,"Wed, Dec 2, 2015",7:00p,Golden State Warriors,116,Charlotte Hornets,99,Box Score,,19542,Time Warner Cable Arena,
7,"Wed, Dec 2, 2015",7:00p,Los Angeles Lakers,108,Washington Wizards,104,Box Score,,20356,Verizon Center,
8,"Wed, Dec 2, 2015",7:30p,Phoenix Suns,122,Detroit Pistons,127,Box Score,OT,13985,The Palace of Auburn Hills,
9,"Wed, Dec 2, 2015",7:30p,Philadelphia 76ers,87,New York Knicks,99,Box Score,,19812,Madison Square Garden (IV),
10,"Wed, Dec 2, 2015",8:00p,Toronto Raptors,96,Atlanta Hawks,86,Box Score,,12559,Philips Arena,
11,"Wed, Dec 2, 2015",8:00p,Denver Nuggets,90,Chicago Bulls,99,Box Score,,21349,United Center,
12,"Wed, Dec 2, 2015",8:00p,New Orleans Pelicans,101,Houston Rockets,108,Box Score,,17339,Toyota Center,
13,"Wed, Dec 2, 2015",8:30p,Milwaukee Bucks,70,San Antonio Spurs,95,Box Score,,18418,AT&T Center,
14,"Wed, Dec 2, 2015",10:30p,Indiana Pacers,103,Los Angeles Clippers,91,Box Score,,19060,STAPLES Center,
15,"Thu, Dec 3, 2015",7:00p,Oklahoma City Thunder,95,Miami Heat,97,Box Score,,19600,AmericanAirlines Arena,
16,"Thu, Dec 3, 2015",7:30p,Denver Nuggets,106,Toronto Raptors,105,Box Score,,19800,Air Canada Centre,
17,"Thu, Dec 3, 2015",9:00p,Orlando Magic,103,Utah Jazz,94,Box Score,,19247,Vivint Smart Home Arena,
18,"Thu, Dec 3, 2015",9:30p,San Antonio Spurs,103,Memphis Grizzlies,83,Box Score,,17013,FedEx Forum,
19,"Thu, Dec 3, 2015",10:00p,Indiana Pacers,111,Portland Trail Blazers,123,Box Score,,19206,Moda Center,
20,"Thu, Dec 3, 2015",10:00p,Boston Celtics,114,Sacramento Kings,97,Box Score,,18660,Mexico City Arena,"at Mexico City, Mexico"
21,"Fri, Dec 4, 2015",7:00p,Brooklyn Nets,91,New York Knicks,108,Box Score,,19812,Madison Square Garden (IV),
22,"Fri, Dec 4, 2015",7:00p,Phoenix Suns,106,Washington Wizards,109,Box Score,,17255,Verizon Center,
23,"Fri, Dec 4, 2015",7:30p,Milwaukee Bucks,95,Detroit Pistons,102,Box Score,,16963,The Palace of Auburn Hills,
24,"Fri, Dec 4, 2015",8:00p,Los Angeles Lakers,87,Atlanta Hawks,100,Box Score,,19051,Philips Arena,
25,"Fri, Dec 4, 2015",8:30p,Houston Rockets,100,Dallas Mavericks,96,Box Score,,20339,American Airlines Center,
26,"Fri, Dec 4, 2015",9:30p,Cleveland Cavaliers,108,New Orleans Pelicans,114,Box Score,OT,17906,Smoothie King Center,
27,"Sat, Dec 5, 2015",1:00p,Denver Nuggets,108,Philadelphia 76ers,105,Box Score,,15677,Wells Fargo Center,
28,"Sat, Dec 5, 2015",5:00p,Golden State Warriors,112,Toronto Raptors,109,Box Score,,20160,Air Canada Centre,
29,"Sat, Dec 5, 2015",8:00p,Charlotte Hornets,102,Chicago Bulls,96,Box Score,,21770,United Center,
30,"Sat, Dec 5, 2015",8:00p,Sacramento Kings,113,Houston Rockets,120,Box Score,,17318,Toyota Center,
31,"Sat, Dec 5, 2015",8:00p,Cleveland Cavaliers,84,Miami Heat,99,Box Score,,19600,AmericanAirlines Arena,
32,"Sat, Dec 5, 2015",8:00p,Portland Trail Blazers,109,Minnesota Timberwolves,103,Box Score,,16203,Target Center,
33,"Sat, Dec 5, 2015",8:30p,New York Knicks,91,Milwaukee Bucks,106,Box Score,,16223,BMO Harris Bradley Center,
34,"Sat, Dec 5, 2015",8:30p,Boston Celtics,105,San Antonio Spurs,108,Box Score,,18418,AT&T Center,
35,"Sat, Dec 5, 2015",9:00p,Indiana Pacers,119,Utah Jazz,122,Box Score,OT,19500,Vivint Smart Home Arena,
36,"Sat, Dec 5, 2015",10:30p,Orlando Magic,101,Los Angeles Clippers,103,Box Score,,19146,STAPLES Center,
37,"Sun, Dec 6, 2015",3:30p,Phoenix Suns,93,Memphis Grizzlies,95,Box Score,,16022,FedEx Forum,
38,"Sun, Dec 6, 2015",6:00p,Golden State Warriors,114,Brooklyn Nets,98,Box Score,,17732,Barclays Center,
39,"Sun, Dec 6, 2015",6:00p,Los Angeles Lakers,91,Detroit Pistons,111,Box Score,,20228,The Palace of Auburn Hills,
40,"Sun, Dec 6, 2015",6:00p,Dallas Mavericks,116,Washington Wizards,104,Box Score,,16394,Verizon Center,
41,"Sun, Dec 6, 2015",7:00p,Sacramento Kings,95,Oklahoma City Thunder,98,Box Score,,18203,Chesapeake Energy Arena,
42,"Mon, Dec 7, 2015",7:00p,Detroit Pistons,84,Charlotte Hornets,104,Box Score,,15481,Time Warner Cable Arena,
43,"Mon, Dec 7, 2015",7:00p,San Antonio Spurs,119,Philadelphia 76ers,68,Box Score,,14449,Wells Fargo Center,
44,"Mon, Dec 7, 2015",7:30p,Washington Wizards,114,Miami Heat,103,Box Score,,19600,AmericanAirlines Arena,
45,"Mon, Dec 7, 2015",7:30p,Dallas Mavericks,104,New York Knicks,97,Box Score,,19812,Madison Square Garden (IV),
46,"Mon, Dec 7, 2015",7:30p,Los Angeles Lakers,93,Toronto Raptors,102,Box Score,,20163,Air Canada Centre,
47,"Mon, Dec 7, 2015",8:00p,Phoenix Suns,103,Chicago Bulls,101,Box Score,,21337,United Center,
48,"Mon, Dec 7, 2015",8:00p,Portland Trail Blazers,88,Milwaukee Bucks,90,Box Score,,14389,BMO Harris Bradley Center,
49,"Mon, Dec 7, 2015",8:00p,Los Angeles Clippers,110,Minnesota Timberwolves,106,Box Score,,11467,Target Center,
50,"Mon, Dec 7, 2015",8:00p,Boston Celtics,111,New Orleans Pelicans,93,Box Score,,15715,Smoothie King Center,
51,"Tue, Dec 8, 2015",7:00p,Portland Trail Blazers,100,Cleveland Cavaliers,105,Box Score,,20562,Quicken Loans Arena,
52,"Tue, Dec 8, 2015",7:00p,Golden State Warriors,131,Indiana Pacers,123,Box Score,,18165,Bankers Life Fieldhouse,
53,"Tue, Dec 8, 2015",7:30p,Houston Rockets,105,Brooklyn Nets,110,Box Score,,13319,Barclays Center,
54,"Tue, Dec 8, 2015",8:00p,Oklahoma City Thunder,125,Memphis Grizzlies,88,Box Score,,16415,FedEx Forum,
55,"Tue, Dec 8, 2015",9:00p,Orlando Magic,85,Denver Nuggets,74,Box Score,,13925,Pepsi Center,
56,"Tue, Dec 8, 2015",10:00p,Utah Jazz,106,Sacramento Kings,114,Box Score,,16505,Sleep Train Arena,
57,"Wed, Dec 9, 2015",7:00p,Chicago Bulls,100,Boston Celtics,105,Box Score,,17318,TD Garden,
58,"Wed, Dec 9, 2015",7:00p,Miami Heat,81,Charlotte Hornets,99,Box Score,,17404,Time Warner Cable Arena,
59,"Wed, Dec 9, 2015",7:00p,Houston Rockets,109,Washington Wizards,103,Box Score,,16041,Verizon Center,
60,"Wed, Dec 9, 2015",7:30p,Memphis Grizzlies,93,Detroit Pistons,92,Box Score,,13411,The Palace of Auburn Hills,
61,"Wed, Dec 9, 2015",7:30p,San Antonio Spurs,94,Toronto Raptors,97,Box Score,,19800,Air Canada Centre,
62,"Wed, Dec 9, 2015",8:00p,Los Angeles Clippers,109,Milwaukee Bucks,95,Box Score,,14224,BMO Harris Bradley Center,
63,"Wed, Dec 9, 2015",8:00p,Los Angeles Lakers,122,Minnesota Timberwolves,123,Box Score,OT,18076,Target Center,
64,"Wed, Dec 9, 2015",9:00p,Orlando Magic,104,Phoenix Suns,107,Box Score,,17637,Talking Stick Resort Arena,
65,"Wed, Dec 9, 2015",9:00p,New York Knicks,85,Utah Jazz,106,Box Score,,18586,Vivint Smart Home Arena,
66,"Wed, Dec 9, 2015",9:30p,Atlanta Hawks,98,Dallas Mavericks,95,Box Score,,19936,American Airlines Center,
67,"Thu, Dec 10, 2015",7:30p,Philadelphia 76ers,91,Brooklyn Nets,100,Box Score,,13266,Barclays Center,
68,"Thu, Dec 10, 2015",8:00p,Los Angeles Clippers,80,Chicago Bulls,83,Box Score,,21491,United Center,
69,"Thu, Dec 10, 2015",8:00p,Atlanta Hawks,94,Oklahoma City Thunder,107,Box Score,,18203,Chesapeake Energy Arena,
70,"Thu, Dec 10, 2015",10:30p,New York Knicks,97,Sacramento Kings,99,Box Score,,17317,Sleep Train Arena,
71,"Fri, Dec 11, 2015",7:00p,Miami Heat,83,Indiana Pacers,96,Box Score,,16184,Bankers Life Fieldhouse,
72,"Fri, Dec 11, 2015",7:00p,Cleveland Cavaliers,111,Orlando Magic,76,Box Score,,17239,Amway Center,
73,"Fri, Dec 11, 2015",7:00p,Detroit Pistons,107,Philadelphia 76ers,95,Box Score,,17239,Wells Fargo Center,
74,"Fri, Dec 11, 2015",7:30p,Golden State Warriors,124,Boston Celtics,119,Box Score,2OT,18624,TD Garden,
75,"Fri, Dec 11, 2015",7:30p,Milwaukee Bucks,83,Toronto Raptors,90,Box Score,,19800,Air Canada Centre,
76,"Fri, Dec 11, 2015",8:00p,Charlotte Hornets,123,Memphis Grizzlies,99,Box Score,,17111,FedEx Forum,
77,"Fri, Dec 11, 2015",8:00p,Washington Wizards,105,New Orleans Pelicans,107,Box Score,,16875,Smoothie King Center,
78,"Fri, Dec 11, 2015",9:00p,Minnesota Timberwolves,108,Denver Nuggets,111,Box Score,OT,12533,Pepsi Center,
79,"Fri, Dec 11, 2015",9:00p,Oklahoma City Thunder,94,Utah Jazz,90,Box Score,,19911,Vivint Smart Home Arena,
80,"Fri, Dec 11, 2015",9:30p,Portland Trail Blazers,106,Phoenix Suns,96,Box Score,,17028,Talking Stick Resort Arena,
81,"Fri, Dec 11, 2015",9:30p,Los Angeles Lakers,87,San Antonio Spurs,109,Box Score,,18418,AT&T Center,
82,"Sat, Dec 12, 2015",5:00p,Los Angeles Clippers,105,Brooklyn Nets,100,Box Score,,15689,Barclays Center,
83,"Sat, Dec 12, 2015",7:00p,Boston Celtics,98,Charlotte Hornets,93,Box Score,,18490,Time Warner Cable Arena,
84,"Sat, Dec 12, 2015",7:30p,Indiana Pacers,96,Detroit Pistons,118,Box Score,,14858,The Palace of Auburn Hills,
85,"Sat, Dec 12, 2015",8:00p,San Antonio Spurs,103,Atlanta Hawks,78,Box Score,,17752,Philips Arena,
86,"Sat, Dec 12, 2015",8:00p,New Orleans Pelicans,94,Chicago Bulls,98,Box Score,,21605,United Center,
87,"Sat, Dec 12, 2015",8:00p,Los Angeles Lakers,97,Houston Rockets,126,Box Score,,18456,Toyota Center,
88,"Sat, Dec 12, 2015",8:30p,Washington Wizards,114,Dallas Mavericks,111,Box Score,,20088,American Airlines Center,
89,"Sat, Dec 12, 2015",8:30p,Golden State Warriors,95,Milwaukee Bucks,108,Box Score,,18717,BMO Harris Bradley Center,
90,"Sat, Dec 12, 2015",10:00p,New York Knicks,112,Portland Trail Blazers,110,Box Score,,19511,Moda Center,
91,"Sun, Dec 13, 2015",3:30p,Minnesota Timberwolves,101,Phoenix Suns,108,Box Score,,16919,Talking Stick Resort Arena,
92,"Sun, Dec 13, 2015",6:00p,Memphis Grizzlies,97,Miami Heat,100,Box Score,,19813,AmericanAirlines Arena,
93,"Sun, Dec 13, 2015",6:00p,Philadelphia 76ers,76,Toronto Raptors,96,Box Score,,19800,Air Canada Centre,
94,"Sun, Dec 13, 2015",7:00p,Utah Jazz,98,Oklahoma City Thunder,104,Box Score,OT,18203,Chesapeake Energy Arena,
95,"Mon, Dec 14, 2015",7:00p,Toronto Raptors,90,Indiana Pacers,106,Box Score,,16598,Bankers Life Fieldhouse,
96,"Mon, Dec 14, 2015",7:30p,Orlando Magic,105,Brooklyn Nets,82,Box Score,,12946,Barclays Center,
97,"Mon, Dec 14, 2015",7:30p,Los Angeles Clippers,105,Detroit Pistons,103,Box Score,OT,13525,The Palace of Auburn Hills,
98,"Mon, Dec 14, 2015",8:00p,Miami Heat,100,Atlanta Hawks,88,Box Score,,15039,Philips Arena,
99,"Mon, Dec 14, 2015",8:00p,Philadelphia 76ers,96,Chicago Bulls,115,Box Score,,21166,United Center,
100,"Mon, Dec 14, 2015",8:00p,Washington Wizards,95,Memphis Grizzlies,112,Box Score,,15397,FedEx Forum,
101,"Mon, Dec 14, 2015",8:30p,Phoenix Suns,94,Dallas Mavericks,104,Box Score,,19822,American Airlines Center,
102,"Mon, Dec 14, 2015",8:30p,Utah Jazz,81,San Antonio Spurs,118,Box Score,,18418,AT&T Center,
103,"Mon, Dec 14, 2015",9:00p,Houston Rockets,108,Denver Nuggets,114,Box Score,,12022,Pepsi Center,
104,"Mon, Dec 14, 2015",10:00p,New Orleans Pelicans,101,Portland Trail Blazers,105,Box Score,,19231,Moda Center,
105,"Tue, Dec 15, 2015",7:30p,Cleveland Cavaliers,89,Boston Celtics,77,Box Score,,18624,TD Garden,
106,"Tue, Dec 15, 2015",8:00p,Denver Nuggets,112,Minnesota Timberwolves,100,Box Score,,11323,Target Center,
107,"Tue, Dec 15, 2015",10:00p,Houston Rockets,97,Sacramento Kings,107,Box Score,,17317,Sleep Train Arena,
108,"Tue, Dec 15, 2015",10:30p,Milwaukee Bucks,95,Los Angeles Lakers,113,Box Score,,18997,STAPLES Center,
109,"Wed, Dec 16, 2015",7:00p,Dallas Mavericks,81,Indiana Pacers,107,Box Score,,14824,Bankers Life Fieldhouse,
110,"Wed, Dec 16, 2015",7:00p,Charlotte Hornets,98,Orlando Magic,113,Box Score,,16019,Amway Center,
111,"Wed, Dec 16, 2015",7:30p,Miami Heat,104,Brooklyn Nets,98,Box Score,,15113,Barclays Center,
112,"Wed, Dec 16, 2015",7:30p,Boston Celtics,116,Detroit Pistons,119,Box Score,,13120,The Palace of Auburn Hills,
113,"Wed, Dec 16, 2015",7:30p,Minnesota Timberwolves,102,New York Knicks,107,Box Score,,19812,Madison Square Garden (IV),
114,"Wed, Dec 16, 2015",8:00p,Philadelphia 76ers,106,Atlanta Hawks,127,Box Score,,14827,Philips Arena,
115,"Wed, Dec 16, 2015",8:00p,Memphis Grizzlies,85,Chicago Bulls,98,Box Score,,21032,United Center,
116,"Wed, Dec 16, 2015",8:00p,Portland Trail Blazers,90,Oklahoma City Thunder,106,Box Score,,18203,Chesapeake Energy Arena,
117,"Wed, Dec 16, 2015",8:30p,Washington Wizards,95,San Antonio Spurs,114,Box Score,,18418,AT&T Center,
118,"Wed, Dec 16, 2015",9:00p,New Orleans Pelicans,104,Utah Jazz,94,Box Score,,17899,Vivint Smart Home Arena,
119,"Wed, Dec 16, 2015",10:30p,Phoenix Suns,103,Golden State Warriors,128,Box Score,,19596,Oracle Arena,
120,"Wed, Dec 16, 2015",10:30p,Milwaukee Bucks,90,Los Angeles Clippers,103,Box Score,,19060,STAPLES Center,
121,"Thu, Dec 17, 2015",7:00p,Toronto Raptors,99,Charlotte Hornets,109,Box Score,OT,15817,Time Warner Cable Arena,
122,"Thu, Dec 17, 2015",8:00p,Oklahoma City Thunder,100,Cleveland Cavaliers,104,Box Score,,20562,Quicken Loans Arena,
123,"Thu, Dec 17, 2015",10:30p,Houston Rockets,107,Los Angeles Lakers,87,Box Score,,18997,STAPLES Center,
124,"Fri, Dec 18, 2015",7:00p,Brooklyn Nets,97,Indiana Pacers,104,Box Score,,16548,Bankers Life Fieldhouse,
125,"Fri, Dec 18, 2015",7:00p,Portland Trail Blazers,94,Orlando Magic,102,Box Score,,17156,Amway Center,
126,"Fri, Dec 18, 2015",7:00p,New York Knicks,107,Philadelphia 76ers,97,Box Score,,17880,Wells Fargo Center,
127,"Fri, Dec 18, 2015",7:30p,Atlanta Hawks,109,Boston Celtics,101,Box Score,,18624,TD Garden,
128,"Fri, Dec 18, 2015",8:00p,Detroit Pistons,147,Chicago Bulls,144,Box Score,4OT,21534,United Center,
129,"Fri, Dec 18, 2015",8:00p,Toronto Raptors,108,Miami Heat,94,Box Score,,19600,AmericanAirlines Arena,
130,"Fri, Dec 18, 2015",8:00p,Sacramento Kings,95,Minnesota Timberwolves,99,Box Score,,12770,Target Center,
131,"Fri, Dec 18, 2015",8:00p,Los Angeles Clippers,107,San Antonio Spurs,115,Box Score,,18418,AT&T Center,
132,"Fri, Dec 18, 2015",8:30p,Memphis Grizzlies,88,Dallas Mavericks,97,Box Score,,20199,American Airlines Center,
133,"Fri, Dec 18, 2015",9:00p,Denver Nuggets,88,Utah Jazz,97,Box Score,,19169,Vivint Smart Home Arena,
134,"Fri, Dec 18, 2015",10:30p,Milwaukee Bucks,112,Golden State Warriors,121,Box Score,,19596,Oracle Arena,
135,"Fri, Dec 18, 2015",10:30p,New Orleans Pelicans,88,Phoenix Suns,104,Box Score,,17227,Talking Stick Resort Arena,
136,"Sat, Dec 19, 2015",5:00p,Los Angeles Lakers,78,Oklahoma City Thunder,118,Box Score,,18203,Chesapeake Energy Arena,
137,"Sat, Dec 19, 2015",7:00p,Charlotte Hornets,101,Washington Wizards,109,Box Score,,16987,Verizon Center,
138,"Sat, Dec 19, 2015",7:30p,Chicago Bulls,91,New York Knicks,107,Box Score,,19812,Madison Square Garden (IV),
139,"Sat, Dec 19, 2015",8:00p,Los Angeles Clippers,97,Houston Rockets,107,Box Score,,18212,Toyota Center,
140,"Sat, Dec 19, 2015",8:00p,Indiana Pacers,84,Memphis Grizzlies,96,Box Score,,18119,FedEx Forum,
141,"Sun, Dec 20, 2015",1:00p,Minnesota Timberwolves,100,Brooklyn Nets,85,Box Score,,14552,Barclays Center,
142,"Sun, Dec 20, 2015",1:00p,Portland Trail Blazers,109,Miami Heat,116,Box Score,,19600,AmericanAirlines Arena,
143,"Sun, Dec 20, 2015",3:30p,Philadelphia 76ers,86,Cleveland Cavaliers,108,Box Score,,20562,Quicken Loans Arena,
144,"Sun, Dec 20, 2015",5:00p,Milwaukee Bucks,101,Phoenix Suns,95,Box Score,,16859,Talking Stick Resort Arena,
145,"Sun, Dec 20, 2015",6:00p,Atlanta Hawks,103,Orlando Magic,100,Box Score,,16982,Amway Center,
146,"Sun, Dec 20, 2015",6:00p,Sacramento Kings,104,Toronto Raptors,94,Box Score,,19800,Air Canada Centre,
147,"Sun, Dec 20, 2015",8:00p,New Orleans Pelicans,130,Denver Nuggets,125,Box Score,,13857,Pepsi Center,
148,"Mon, Dec 21, 2015",7:00p,Sacramento Kings,99,Washington Wizards,113,Box Score,,15124,Verizon Center,
149,"Mon, Dec 21, 2015",7:30p,Minnesota Timberwolves,99,Boston Celtics,113,Box Score,,18624,TD Garden,
150,"Mon, Dec 21, 2015",7:30p,Orlando Magic,107,New York Knicks,99,Box Score,,19812,Madison Square Garden (IV),
151,"Mon, Dec 21, 2015",8:00p,Portland Trail Blazers,97,Atlanta Hawks,106,Box Score,,18373,Philips Arena,
152,"Mon, Dec 21, 2015",8:00p,Brooklyn Nets,105,Chicago Bulls,102,Box Score,,21825,United Center,
153,"Mon, Dec 21, 2015",8:00p,Charlotte Hornets,95,Houston Rockets,102,Box Score,,18236,Toyota Center,
154,"Mon, Dec 21, 2015",8:30p,Indiana Pacers,92,San Antonio Spurs,106,Box Score,,18418,AT&T Center,
155,"Mon, Dec 21, 2015",9:00p,Phoenix Suns,89,Utah Jazz,110,Box Score,,19911,Vivint Smart Home Arena,
156,"Mon, Dec 21, 2015",10:30p,Oklahoma City Thunder,100,Los Angeles Clippers,99,Box Score,,19415,STAPLES Center,
157,"Tue, Dec 22, 2015",7:00p,Memphis Grizzlies,104,Philadelphia 76ers,90,Box Score,,15552,Wells Fargo Center,
158,"Tue, Dec 22, 2015",7:30p,Detroit Pistons,93,Miami Heat,92,Box Score,,19901,AmericanAirlines Arena,
159,"Tue, Dec 22, 2015",7:30p,Dallas Mavericks,99,Toronto Raptors,103,Box Score,,19800,Air Canada Centre,
160,"Tue, Dec 22, 2015",9:00p,Los Angeles Lakers,111,Denver Nuggets,107,Box Score,,19124,Pepsi Center,
161,"Wed, Dec 23, 2015",7:00p,Boston Celtics,102,Charlotte Hornets,89,Box Score,,19082,Time Warner Cable Arena,
162,"Wed, Dec 23, 2015",7:00p,New York Knicks,84,Cleveland Cavaliers,91,Box Score,,20562,Quicken Loans Arena,
163,"Wed, Dec 23, 2015",7:00p,Sacramento Kings,108,Indiana Pacers,106,Box Score,,18165,Bankers Life Fieldhouse,
164,"Wed, Dec 23, 2015",7:00p,Houston Rockets,101,Orlando Magic,104,Box Score,,17061,Amway Center,
165,"Wed, Dec 23, 2015",7:00p,Memphis Grizzlies,91,Washington Wizards,100,Box Score,,15879,Verizon Center,
166,"Wed, Dec 23, 2015",7:30p,Dallas Mavericks,119,Brooklyn Nets,118,Box Score,OT,15994,Barclays Center,
167,"Wed, Dec 23, 2015",8:00p,Detroit Pistons,100,Atlanta Hawks,107,Box Score,,17575,Philips Arena,
168,"Wed, Dec 23, 2015",8:00p,Philadelphia 76ers,100,Milwaukee Bucks,113,Box Score,,15754,BMO Harris Bradley Center,
